"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"	"Female Population"	"Fertility Rate"
	"Pennsylvania"	"42"	"2021"	"2021"	"Under 15 years"	"15"	55	Not Available	Not Available
	"Pennsylvania"	"42"	"2021"	"2021"	"15-19 years"	"15-19"	4643	401993	11.55
	"Pennsylvania"	"42"	"2021"	"2021"	"20-24 years"	"20-24"	20675	390861	52.90
	"Pennsylvania"	"42"	"2021"	"2021"	"25-29 years"	"25-29"	36528	403922	90.43
	"Pennsylvania"	"42"	"2021"	"2021"	"30-34 years"	"30-34"	44072	432604	101.88
	"Pennsylvania"	"42"	"2021"	"2021"	"35-39 years"	"35-39"	22194	410021	54.13
	"Pennsylvania"	"42"	"2021"	"2021"	"40-44 years"	"40-44"	4188	386033	10.85
	"Pennsylvania"	"42"	"2021"	"2021"	"45-49 years"	"45-49"	233	Not Available	Not Available
	"Pennsylvania"	"42"	"2021"	"2021"	"50 years and over"	"50+"	34	Not Available	Not Available
	"Pennsylvania"	"42"	"2022"	"2022"	"Under 15 years"	"15"	53	Not Available	Not Available
	"Pennsylvania"	"42"	"2022"	"2022"	"15-19 years"	"15-19"	4352	409743	10.62
	"Pennsylvania"	"42"	"2022"	"2022"	"20-24 years"	"20-24"	19807	414167	47.82
	"Pennsylvania"	"42"	"2022"	"2022"	"25-29 years"	"25-29"	35564	393591	90.36
	"Pennsylvania"	"42"	"2022"	"2022"	"30-34 years"	"30-34"	43467	429214	101.27
	"Pennsylvania"	"42"	"2022"	"2022"	"35-39 years"	"35-39"	22325	409915	54.46
	"Pennsylvania"	"42"	"2022"	"2022"	"40-44 years"	"40-44"	4367	389015	11.23
	"Pennsylvania"	"42"	"2022"	"2022"	"45-49 years"	"45-49"	265	Not Available	Not Available
	"Pennsylvania"	"42"	"2022"	"2022"	"50 years and over"	"50+"	52	Not Available	Not Available
	"Rhode Island"	"44"	"2016"	"2016"	"15-19 years"	"15-19"	474	36750	12.90
	"Rhode Island"	"44"	"2016"	"2016"	"20-24 years"	"20-24"	1837	39323	46.72
	"Rhode Island"	"44"	"2016"	"2016"	"25-29 years"	"25-29"	3085	36835	83.75
	"Rhode Island"	"44"	"2016"	"2016"	"30-34 years"	"30-34"	3325	33477	99.32
	"Rhode Island"	"44"	"2016"	"2016"	"35-39 years"	"35-39"	1725	31495	54.77
	"Rhode Island"	"44"	"2016"	"2016"	"40-44 years"	"40-44"	327	30627	10.68
	"Rhode Island"	"44"	"2016"	"2016"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Rhode Island"	"44"	"2017"	"2017"	"15-19 years"	"15-19"	414	36449	11.36
	"Rhode Island"	"44"	"2017"	"2017"	"20-24 years"	"20-24"	1816	39130	46.41
	"Rhode Island"	"44"	"2017"	"2017"	"25-29 years"	"25-29"	2971	37298	79.66
	"Rhode Island"	"44"	"2017"	"2017"	"30-34 years"	"30-34"	3311	33990	97.41
	"Rhode Island"	"44"	"2017"	"2017"	"35-39 years"	"35-39"	1755	32209	54.49
	"Rhode Island"	"44"	"2017"	"2017"	"40-44 years"	"40-44"	338	29996	11.27
	"Rhode Island"	"44"	"2017"	"2017"	"45-49 years"	"45-49"	24	Not Available	Not Available
	"Rhode Island"	"44"	"2018"	"2018"	"15-19 years"	"15-19"	411	35887	11.45
	"Rhode Island"	"44"	"2018"	"2018"	"20-24 years"	"20-24"	1614	38000	42.47
	"Rhode Island"	"44"	"2018"	"2018"	"25-29 years"	"25-29"	2949	37200	79.27
	"Rhode Island"	"44"	"2018"	"2018"	"30-34 years"	"30-34"	3336	34381	97.03
	"Rhode Island"	"44"	"2018"	"2018"	"35-39 years"	"35-39"	1788	32663	54.74
	"Rhode Island"	"44"	"2018"	"2018"	"40-44 years"	"40-44"	391	29780	13.13
	"Rhode Island"	"44"	"2018"	"2018"	"45-49 years"	"45-49"	16	Not Available	Not Available
	"Rhode Island"	"44"	"2019"	"2019"	"15-19 years"	"15-19"	359	35762	10.04
	"Rhode Island"	"44"	"2019"	"2019"	"20-24 years"	"20-24"	1575	37494	42.01
	"Rhode Island"	"44"	"2019"	"2019"	"25-29 years"	"25-29"	2851	36767	77.54
	"Rhode Island"	"44"	"2019"	"2019"	"30-34 years"	"30-34"	3206	35743	89.70
	"Rhode Island"	"44"	"2019"	"2019"	"35-39 years"	"35-39"	1778	32856	54.11
	"Rhode Island"	"44"	"2019"	"2019"	"40-44 years"	"40-44"	374	29924	12.50
	"Rhode Island"	"44"	"2019"	"2019"	"45-49 years"	"45-49"	27	Not Available	Not Available
	"Rhode Island"	"44"	"2020"	"2020"	"15-19 years"	"15-19"	328	34884	9.40
	"Rhode Island"	"44"	"2020"	"2020"	"20-24 years"	"20-24"	1472	36738	40.07
	"Rhode Island"	"44"	"2020"	"2020"	"25-29 years"	"25-29"	2694	36052	74.73
	"Rhode Island"	"44"	"2020"	"2020"	"30-34 years"	"30-34"	3416	36606	93.32
	"Rhode Island"	"44"	"2020"	"2020"	"35-39 years"	"35-39"	1781	33065	53.86
	"Rhode Island"	"44"	"2020"	"2020"	"40-44 years"	"40-44"	384	30203	12.71
	"Rhode Island"	"44"	"2020"	"2020"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Rhode Island"	"44"	"2021"	"2021"	"15-19 years"	"15-19"	286	36617	7.81
	"Rhode Island"	"44"	"2021"	"2021"	"20-24 years"	"20-24"	1431	37606	38.05
	"Rhode Island"	"44"	"2021"	"2021"	"25-29 years"	"25-29"	2679	36203	74.00
	"Rhode Island"	"44"	"2021"	"2021"	"30-34 years"	"30-34"	3705	38803	95.48
	"Rhode Island"	"44"	"2021"	"2021"	"35-39 years"	"35-39"	1915	34898	54.87
	"Rhode Island"	"44"	"2021"	"2021"	"40-44 years"	"40-44"	411	32384	12.69
	"Rhode Island"	"44"	"2021"	"2021"	"45-49 years"	"45-49"	30	Not Available	Not Available
	"Rhode Island"	"44"	"2022"	"2022"	"15-19 years"	"15-19"	300	35936	8.35
	"Rhode Island"	"44"	"2022"	"2022"	"20-24 years"	"20-24"	1326	38569	34.38
	"Rhode Island"	"44"	"2022"	"2022"	"25-29 years"	"25-29"	2613	35279	74.07
	"Rhode Island"	"44"	"2022"	"2022"	"30-34 years"	"30-34"	3599	38550	93.36
	"Rhode Island"	"44"	"2022"	"2022"	"35-39 years"	"35-39"	1947	34810	55.93
	"Rhode Island"	"44"	"2022"	"2022"	"40-44 years"	"40-44"	450	32845	13.70
	"Rhode Island"	"44"	"2022"	"2022"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"South Carolina"	"45"	"2016"	"2016"	"Under 15 years"	"15"	44	Not Available	Not Available
	"South Carolina"	"45"	"2016"	"2016"	"15-19 years"	"15-19"	3695	155615	23.74
	"South Carolina"	"45"	"2016"	"2016"	"20-24 years"	"20-24"	13557	163583	82.88
	"South Carolina"	"45"	"2016"	"2016"	"25-29 years"	"25-29"	17691	173967	101.69
	"South Carolina"	"45"	"2016"	"2016"	"30-34 years"	"30-34"	14411	157927	91.25
	"South Carolina"	"45"	"2016"	"2016"	"35-39 years"	"35-39"	6671	155289	42.96
	"South Carolina"	"45"	"2016"	"2016"	"40-44 years"	"40-44"	1187	151442	7.84
	"South Carolina"	"45"	"2016"	"2016"	"45-49 years"	"45-49"	82	Not Available	Not Available
	"South Carolina"	"45"	"2017"	"2017"	"Under 15 years"	"15"	40	Not Available	Not Available
	"South Carolina"	"45"	"2017"	"2017"	"15-19 years"	"15-19"	3408	157183	21.68
	"South Carolina"	"45"	"2017"	"2017"	"20-24 years"	"20-24"	13531	161521	83.77
	"South Carolina"	"45"	"2017"	"2017"	"25-29 years"	"25-29"	17664	177386	99.58
	"South Carolina"	"45"	"2017"	"2017"	"30-34 years"	"30-34"	14465	159746	90.55
	"South Carolina"	"45"	"2017"	"2017"	"35-39 years"	"35-39"	6622	158912	41.67
	"South Carolina"	"45"	"2017"	"2017"	"40-44 years"	"40-44"	1233	150956	8.17
	"South Carolina"	"45"	"2017"	"2017"	"45-49 years"	"45-49"	66	Not Available	Not Available
	"South Carolina"	"45"	"2018"	"2018"	"Under 15 years"	"15"	35	Not Available	Not Available
	"South Carolina"	"45"	"2018"	"2018"	"15-19 years"	"15-19"	3481	158474	21.97
	"South Carolina"	"45"	"2018"	"2018"	"20-24 years"	"20-24"	12714	160693	79.12
	"South Carolina"	"45"	"2018"	"2018"	"25-29 years"	"25-29"	17601	178590	98.56
	"South Carolina"	"45"	"2018"	"2018"	"30-34 years"	"30-34"	14637	162631	90.00
	"South Carolina"	"45"	"2018"	"2018"	"35-39 years"	"35-39"	6854	162222	42.25
	"South Carolina"	"45"	"2018"	"2018"	"40-44 years"	"40-44"	1257	152001	8.27
	"South Carolina"	"45"	"2018"	"2018"	"45-49 years"	"45-49"	88	Not Available	Not Available
	"South Carolina"	"45"	"2019"	"2019"	"Under 15 years"	"15"	37	Not Available	Not Available
	"South Carolina"	"45"	"2019"	"2019"	"15-19 years"	"15-19"	3425	158802	21.57
	"South Carolina"	"45"	"2019"	"2019"	"20-24 years"	"20-24"	12588	160292	78.53
	"South Carolina"	"45"	"2019"	"2019"	"25-29 years"	"25-29"	17489	177577	98.49
	"South Carolina"	"45"	"2019"	"2019"	"30-34 years"	"30-34"	14902	168416	88.48
	"South Carolina"	"45"	"2019"	"2019"	"35-39 years"	"35-39"	7148	164484	43.46
	"South Carolina"	"45"	"2019"	"2019"	"40-44 years"	"40-44"	1368	154610	8.85
	"South Carolina"	"45"	"2019"	"2019"	"45-49 years"	"45-49"	77	Not Available	Not Available
	"South Carolina"	"45"	"2020"	"2020"	"Under 15 years"	"15"	36	Not Available	Not Available
	"South Carolina"	"45"	"2020"	"2020"	"15-19 years"	"15-19"	3069	159250	19.27
	"South Carolina"	"45"	"2020"	"2020"	"20-24 years"	"20-24"	12002	162344	73.93
	"South Carolina"	"45"	"2020"	"2020"	"25-29 years"	"25-29"	16838	174722	96.37
	"South Carolina"	"45"	"2020"	"2020"	"30-34 years"	"30-34"	15122	175081	86.37
	"South Carolina"	"45"	"2020"	"2020"	"35-39 years"	"35-39"	7126	166307	42.85
	"South Carolina"	"45"	"2020"	"2020"	"40-44 years"	"40-44"	1421	158586	8.96
	"South Carolina"	"45"	"2020"	"2020"	"45-49 years"	"45-49"	88	Not Available	Not Available
	"South Carolina"	"45"	"2021"	"2021"	"Under 15 years"	"15"	41	Not Available	Not Available
	"South Carolina"	"45"	"2021"	"2021"	"15-19 years"	"15-19"	2953	161737	18.26
	"South Carolina"	"45"	"2021"	"2021"	"20-24 years"	"20-24"	11904	161326	73.79
	"South Carolina"	"45"	"2021"	"2021"	"25-29 years"	"25-29"	16977	165632	102.50
	"South Carolina"	"45"	"2021"	"2021"	"30-34 years"	"30-34"	16013	177090	90.42
	"South Carolina"	"45"	"2021"	"2021"	"35-39 years"	"35-39"	7633	166370	45.88
	"South Carolina"	"45"	"2021"	"2021"	"40-44 years"	"40-44"	1564	161620	9.68
	"South Carolina"	"45"	"2021"	"2021"	"45-49 years"	"45-49"	90	Not Available	Not Available
	"South Carolina"	"45"	"2021"	"2021"	"50 years and over"	"50+"	10	Not Available	Not Available
	"South Carolina"	"45"	"2022"	"2022"	"Under 15 years"	"15"	44	Not Available	Not Available
	"South Carolina"	"45"	"2022"	"2022"	"15-19 years"	"15-19"	2875	166542	17.26
	"South Carolina"	"45"	"2022"	"2022"	"20-24 years"	"20-24"	11712	172329	67.96
	"South Carolina"	"45"	"2022"	"2022"	"25-29 years"	"25-29"	17087	163311	104.63
	"South Carolina"	"45"	"2022"	"2022"	"30-34 years"	"30-34"	16496	180680	91.30
	"South Carolina"	"45"	"2022"	"2022"	"35-39 years"	"35-39"	7838	167532	46.79
	"South Carolina"	"45"	"2022"	"2022"	"40-44 years"	"40-44"	1658	164547	10.08
	"South Carolina"	"45"	"2022"	"2022"	"45-49 years"	"45-49"	105	Not Available	Not Available
	"South Dakota"	"46"	"2016"	"2016"	"15-19 years"	"15-19"	681	27149	25.08
	"South Dakota"	"46"	"2016"	"2016"	"20-24 years"	"20-24"	2616	29293	89.30
	"South Dakota"	"46"	"2016"	"2016"	"25-29 years"	"25-29"	4167	26745	155.80
	"South Dakota"	"46"	"2016"	"2016"	"30-34 years"	"30-34"	3315	27136	122.16
	"South Dakota"	"46"	"2016"	"2016"	"35-39 years"	"35-39"	1254	25620	48.95
	"South Dakota"	"46"	"2016"	"2016"	"40-44 years"	"40-44"	222	22133	10.03
	"South Dakota"	"46"	"2016"	"2016"	"45-49 years"	"45-49"	11	Not Available	Not Available
	"South Dakota"	"46"	"2017"	"2017"	"15-19 years"	"15-19"	614	27226	22.55
	"South Dakota"	"46"	"2017"	"2017"	"20-24 years"	"20-24"	2496	28463	87.69
	"South Dakota"	"46"	"2017"	"2017"	"25-29 years"	"25-29"	4024	27289	147.46
	"South Dakota"	"46"	"2017"	"2017"	"30-34 years"	"30-34"	3402	27118	125.45
	"South Dakota"	"46"	"2017"	"2017"	"35-39 years"	"35-39"	1343	26372	50.93
	"South Dakota"	"46"	"2017"	"2017"	"40-44 years"	"40-44"	234	22406	10.44
	"South Dakota"	"46"	"2017"	"2017"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"South Dakota"	"46"	"2018"	"2018"	"15-19 years"	"15-19"	565	27707	20.39
	"South Dakota"	"46"	"2018"	"2018"	"20-24 years"	"20-24"	2331	28608	81.48
	"South Dakota"	"46"	"2018"	"2018"	"25-29 years"	"25-29"	4017	27742	144.80
	"South Dakota"	"46"	"2018"	"2018"	"30-34 years"	"30-34"	3435	27358	125.56
	"South Dakota"	"46"	"2018"	"2018"	"35-39 years"	"35-39"	1336	26938	49.60
	"South Dakota"	"46"	"2018"	"2018"	"40-44 years"	"40-44"	187	23223	8.05
	"South Dakota"	"46"	"2018"	"2018"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"South Dakota"	"46"	"2019"	"2019"	"15-19 years"	"15-19"	536	27955	19.17
	"South Dakota"	"46"	"2019"	"2019"	"20-24 years"	"20-24"	2194	28355	77.38
	"South Dakota"	"46"	"2019"	"2019"	"25-29 years"	"25-29"	3802	27371	138.91
	"South Dakota"	"46"	"2019"	"2019"	"30-34 years"	"30-34"	3357	27354	122.72
	"South Dakota"	"46"	"2019"	"2019"	"35-39 years"	"35-39"	1351	27301	49.49
	"South Dakota"	"46"	"2019"	"2019"	"40-44 years"	"40-44"	191	23753	8.04
	"South Dakota"	"46"	"2019"	"2019"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"South Dakota"	"46"	"2020"	"2020"	"15-19 years"	"15-19"	533	28486	18.71
	"South Dakota"	"46"	"2020"	"2020"	"20-24 years"	"20-24"	2062	28652	71.97
	"South Dakota"	"46"	"2020"	"2020"	"25-29 years"	"25-29"	3682	27439	134.19
	"South Dakota"	"46"	"2020"	"2020"	"30-34 years"	"30-34"	3159	27532	114.74
	"South Dakota"	"46"	"2020"	"2020"	"35-39 years"	"35-39"	1283	27212	47.15
	"South Dakota"	"46"	"2020"	"2020"	"40-44 years"	"40-44"	227	24937	9.10
	"South Dakota"	"46"	"2021"	"2021"	"15-19 years"	"15-19"	501	29505	16.98
	"South Dakota"	"46"	"2021"	"2021"	"20-24 years"	"20-24"	2113	28557	73.99
	"South Dakota"	"46"	"2021"	"2021"	"25-29 years"	"25-29"	3723	26862	138.60
	"South Dakota"	"46"	"2021"	"2021"	"30-34 years"	"30-34"	3358	27450	122.33
	"South Dakota"	"46"	"2021"	"2021"	"35-39 years"	"35-39"	1422	27568	51.58
	"South Dakota"	"46"	"2021"	"2021"	"40-44 years"	"40-44"	226	25824	8.75
	"South Dakota"	"46"	"2021"	"2021"	"45-49 years"	"45-49"	19	Not Available	Not Available
	"South Dakota"	"46"	"2022"	"2022"	"15-19 years"	"15-19"	512	29462	17.38
	"South Dakota"	"46"	"2022"	"2022"	"20-24 years"	"20-24"	2061	30091	68.49
	"South Dakota"	"46"	"2022"	"2022"	"25-29 years"	"25-29"	3658	26865	136.16
	"South Dakota"	"46"	"2022"	"2022"	"30-34 years"	"30-34"	3267	27567	118.51
	"South Dakota"	"46"	"2022"	"2022"	"35-39 years"	"35-39"	1436	27777	51.70
	"South Dakota"	"46"	"2022"	"2022"	"40-44 years"	"40-44"	248	26686	9.29
	"South Dakota"	"46"	"2022"	"2022"	"45-49 years"	"45-49"	11	Not Available	Not Available
	"Tennessee"	"47"	"2016"	"2016"	"Under 15 years"	"15"	69	Not Available	Not Available
	"Tennessee"	"47"	"2016"	"2016"	"15-19 years"	"15-19"	5766	206065	27.98
	"Tennessee"	"47"	"2016"	"2016"	"20-24 years"	"20-24"	20516	225418	91.01
	"Tennessee"	"47"	"2016"	"2016"	"25-29 years"	"25-29"	24669	233887	105.47
	"Tennessee"	"47"	"2016"	"2016"	"30-34 years"	"30-34"	19639	215732	91.03
	"Tennessee"	"47"	"2016"	"2016"	"35-39 years"	"35-39"	8456	213317	39.64
	"Tennessee"	"47"	"2016"	"2016"	"40-44 years"	"40-44"	1586	208554	7.60
	"Tennessee"	"47"	"2016"	"2016"	"45-49 years"	"45-49"	104	Not Available	Not Available
	"Tennessee"	"47"	"2017"	"2017"	"Under 15 years"	"15"	68	Not Available	Not Available
	"Tennessee"	"47"	"2017"	"2017"	"15-19 years"	"15-19"	5516	207240	26.62
	"Tennessee"	"47"	"2017"	"2017"	"20-24 years"	"20-24"	20126	220953	91.09
	"Tennessee"	"47"	"2017"	"2017"	"25-29 years"	"25-29"	25247	242464	104.13
	"Tennessee"	"47"	"2017"	"2017"	"30-34 years"	"30-34"	19747	218514	90.37
	"Tennessee"	"47"	"2017"	"2017"	"35-39 years"	"35-39"	8638	216812	39.84
	"Tennessee"	"47"	"2017"	"2017"	"40-44 years"	"40-44"	1548	206534	7.50
	"Tennessee"	"47"	"2017"	"2017"	"45-49 years"	"45-49"	120	Not Available	Not Available
	"Tennessee"	"47"	"2018"	"2018"	"Under 15 years"	"15"	66	Not Available	Not Available
	"Tennessee"	"47"	"2018"	"2018"	"15-19 years"	"15-19"	5258	207756	25.31
	"Tennessee"	"47"	"2018"	"2018"	"20-24 years"	"20-24"	19537	220323	88.67
	"Tennessee"	"47"	"2018"	"2018"	"25-29 years"	"25-29"	25048	246210	101.73
	"Tennessee"	"47"	"2018"	"2018"	"30-34 years"	"30-34"	19967	221647	90.08
	"Tennessee"	"47"	"2018"	"2018"	"35-39 years"	"35-39"	9110	219235	41.55
	"Tennessee"	"47"	"2018"	"2018"	"40-44 years"	"40-44"	1650	206932	7.97
	"Tennessee"	"47"	"2018"	"2018"	"45-49 years"	"45-49"	110	Not Available	Not Available
	"Tennessee"	"47"	"2019"	"2019"	"Under 15 years"	"15"	60	Not Available	Not Available
	"Tennessee"	"47"	"2019"	"2019"	"15-19 years"	"15-19"	4918	207809	23.67
	"Tennessee"	"47"	"2019"	"2019"	"20-24 years"	"20-24"	19431	219838	88.39
	"Tennessee"	"47"	"2019"	"2019"	"25-29 years"	"25-29"	24705	247960	99.63
	"Tennessee"	"47"	"2019"	"2019"	"30-34 years"	"30-34"	20239	228129	88.72
	"Tennessee"	"47"	"2019"	"2019"	"35-39 years"	"35-39"	9244	220743	41.88
	"Tennessee"	"47"	"2019"	"2019"	"40-44 years"	"40-44"	1736	209382	8.29
	"Tennessee"	"47"	"2019"	"2019"	"45-49 years"	"45-49"	112	Not Available	Not Available
	"Tennessee"	"47"	"2020"	"2020"	"Under 15 years"	"15"	51	Not Available	Not Available
	"Tennessee"	"47"	"2020"	"2020"	"15-19 years"	"15-19"	4826	207490	23.26
	"Tennessee"	"47"	"2020"	"2020"	"20-24 years"	"20-24"	18395	221679	82.98
	"Tennessee"	"47"	"2020"	"2020"	"25-29 years"	"25-29"	24020	246730	97.35
	"Tennessee"	"47"	"2020"	"2020"	"30-34 years"	"30-34"	20208	235262	85.90
	"Tennessee"	"47"	"2020"	"2020"	"35-39 years"	"35-39"	9313	221064	42.13
	"Tennessee"	"47"	"2020"	"2020"	"40-44 years"	"40-44"	1776	213209	8.33
	"Tennessee"	"47"	"2020"	"2020"	"45-49 years"	"45-49"	90	Not Available	Not Available
	"Tennessee"	"47"	"2020"	"2020"	"50 years and over"	"50+"	10	Not Available	Not Available
	"Tennessee"	"47"	"2021"	"2021"	"Under 15 years"	"15"	72	Not Available	Not Available
	"Tennessee"	"47"	"2021"	"2021"	"15-19 years"	"15-19"	4613	214193	21.54
	"Tennessee"	"47"	"2021"	"2021"	"20-24 years"	"20-24"	18470	223447	82.66
	"Tennessee"	"47"	"2021"	"2021"	"25-29 years"	"25-29"	24559	241092	101.87
	"Tennessee"	"47"	"2021"	"2021"	"30-34 years"	"30-34"	21901	243265	90.03
	"Tennessee"	"47"	"2021"	"2021"	"35-39 years"	"35-39"	9981	225343	44.29
	"Tennessee"	"47"	"2021"	"2021"	"40-44 years"	"40-44"	2007	220241	9.11
	"Tennessee"	"47"	"2021"	"2021"	"45-49 years"	"45-49"	107	Not Available	Not Available
	"Tennessee"	"47"	"2022"	"2022"	"Under 15 years"	"15"	70	Not Available	Not Available
	"Tennessee"	"47"	"2022"	"2022"	"15-19 years"	"15-19"	4502	214582	20.98
	"Tennessee"	"47"	"2022"	"2022"	"20-24 years"	"20-24"	18166	236314	76.87
	"Tennessee"	"47"	"2022"	"2022"	"25-29 years"	"25-29"	24854	240326	103.42
	"Tennessee"	"47"	"2022"	"2022"	"30-34 years"	"30-34"	22198	247731	89.61
	"Tennessee"	"47"	"2022"	"2022"	"35-39 years"	"35-39"	10270	226236	45.40
	"Tennessee"	"47"	"2022"	"2022"	"40-44 years"	"40-44"	2065	222908	9.26
	"Tennessee"	"47"	"2022"	"2022"	"45-49 years"	"45-49"	121	Not Available	Not Available
	"Tennessee"	"47"	"2022"	"2022"	"50 years and over"	"50+"	19	Not Available	Not Available
	"Texas"	"48"	"2016"	"2016"	"Under 15 years"	"15"	404	Not Available	Not Available
	"Texas"	"48"	"2016"	"2016"	"15-19 years"	"15-19"	29765	961221	30.97
	"Texas"	"48"	"2016"	"2016"	"20-24 years"	"20-24"	92959	968789	95.95
	"Texas"	"48"	"2016"	"2016"	"25-29 years"	"25-29"	114615	1014955	112.93
	"Texas"	"48"	"2016"	"2016"	"30-34 years"	"30-34"	101319	996323	101.69
	"Texas"	"48"	"2016"	"2016"	"35-39 years"	"35-39"	48201	953265	50.56
	"Texas"	"48"	"2016"	"2016"	"40-44 years"	"40-44"	10096	911913	11.07
	"Texas"	"48"	"2016"	"2016"	"45-49 years"	"45-49"	640	Not Available	Not Available
	"Texas"	"48"	"2016"	"2016"	"50 years and over"	"50+"	48	Not Available	Not Available
	"Texas"	"48"	"2017"	"2017"	"Under 15 years"	"15"	301	Not Available	Not Available
	"Texas"	"48"	"2017"	"2017"	"15-19 years"	"15-19"	26971	978094	27.58
	"Texas"	"48"	"2017"	"2017"	"20-24 years"	"20-24"	86812	962303	90.21
	"Texas"	"48"	"2017"	"2017"	"25-29 years"	"25-29"	110942	1035086	107.18
	"Texas"	"48"	"2017"	"2017"	"30-34 years"	"30-34"	98384	1009319	97.48
	"Texas"	"48"	"2017"	"2017"	"35-39 years"	"35-39"	48052	982601	48.90
	"Texas"	"48"	"2017"	"2017"	"40-44 years"	"40-44"	9926	918452	10.81
	"Texas"	"48"	"2017"	"2017"	"45-49 years"	"45-49"	616	Not Available	Not Available
	"Texas"	"48"	"2017"	"2017"	"50 years and over"	"50+"	46	Not Available	Not Available
	"Texas"	"48"	"2018"	"2018"	"Under 15 years"	"15"	304	Not Available	Not Available
	"Texas"	"48"	"2018"	"2018"	"15-19 years"	"15-19"	25089	993348	25.26
	"Texas"	"48"	"2018"	"2018"	"20-24 years"	"20-24"	83329	968517	86.04
	"Texas"	"48"	"2018"	"2018"	"25-29 years"	"25-29"	110493	1055720	104.66
	"Texas"	"48"	"2018"	"2018"	"30-34 years"	"30-34"	98862	1022138	96.72
	"Texas"	"48"	"2018"	"2018"	"35-39 years"	"35-39"	49494	1008572	49.07
	"Texas"	"48"	"2018"	"2018"	"40-44 years"	"40-44"	10307	926888	11.12
	"Texas"	"48"	"2018"	"2018"	"45-49 years"	"45-49"	696	Not Available	Not Available
	"Texas"	"48"	"2018"	"2018"	"50 years and over"	"50+"	50	Not Available	Not Available
	"Texas"	"48"	"2019"	"2019"	"Under 15 years"	"15"	273	Not Available	Not Available
	"Texas"	"48"	"2019"	"2019"	"15-19 years"	"15-19"	24109	1004804	23.99
	"Texas"	"48"	"2019"	"2019"	"20-24 years"	"20-24"	82105	972342	84.44
	"Texas"	"48"	"2019"	"2019"	"25-29 years"	"25-29"	109848	1061442	103.49
	"Texas"	"48"	"2019"	"2019"	"30-34 years"	"30-34"	99615	1035196	96.23
	"Texas"	"48"	"2019"	"2019"	"35-39 years"	"35-39"	50390	1024702	49.18
	"Texas"	"48"	"2019"	"2019"	"40-44 years"	"40-44"	10514	938809	11.20
	"Texas"	"48"	"2019"	"2019"	"45-49 years"	"45-49"	690	Not Available	Not Available
	"Texas"	"48"	"2019"	"2019"	"50 years and over"	"50+"	55	Not Available	Not Available
	"Texas"	"48"	"2020"	"2020"	"Under 15 years"	"15"	257	Not Available	Not Available
	"Texas"	"48"	"2020"	"2020"	"15-19 years"	"15-19"	22641	1011906	22.37
	"Texas"	"48"	"2020"	"2020"	"20-24 years"	"20-24"	79490	988670	80.40
	"Texas"	"48"	"2020"	"2020"	"25-29 years"	"25-29"	106367	1059435	100.40
	"Texas"	"48"	"2020"	"2020"	"30-34 years"	"30-34"	98558	1055506	93.38
	"Texas"	"48"	"2020"	"2020"	"35-39 years"	"35-39"	49830	1037335	48.04
	"Texas"	"48"	"2020"	"2020"	"40-44 years"	"40-44"	10359	962572	10.76
	"Texas"	"48"	"2020"	"2020"	"45-49 years"	"45-49"	632	Not Available	Not Available
	"Texas"	"48"	"2020"	"2020"	"50 years and over"	"50+"	56	Not Available	Not Available
	"Texas"	"48"	"2021"	"2021"	"Under 15 years"	"15"	260	Not Available	Not Available
	"Texas"	"48"	"2021"	"2021"	"15-19 years"	"15-19"	21041	1035425	20.32
	"Texas"	"48"	"2021"	"2021"	"20-24 years"	"20-24"	77682	992594	78.26
	"Texas"	"48"	"2021"	"2021"	"25-29 years"	"25-29"	108529	1032106	105.15
	"Texas"	"48"	"2021"	"2021"	"30-34 years"	"30-34"	102200	1063065	96.14
	"Texas"	"48"	"2021"	"2021"	"35-39 years"	"35-39"	52036	1046921	49.70
	"Texas"	"48"	"2021"	"2021"	"40-44 years"	"40-44"	11097	986479	11.25
	"Texas"	"48"	"2021"	"2021"	"45-49 years"	"45-49"	674	Not Available	Not Available
	"Texas"	"48"	"2021"	"2021"	"50 years and over"	"50+"	75	Not Available	Not Available
	"Texas"	"48"	"2022"	"2022"	"Under 15 years"	"15"	267	Not Available	Not Available
	"Texas"	"48"	"2022"	"2022"	"15-19 years"	"15-19"	21337	1045799	20.40
	"Texas"	"48"	"2022"	"2022"	"20-24 years"	"20-24"	79842	1067667	74.78
	"Texas"	"48"	"2022"	"2022"	"25-29 years"	"25-29"	112268	1038487	108.11
	"Texas"	"48"	"2022"	"2022"	"30-34 years"	"30-34"	107770	1081022	99.69
	"Texas"	"48"	"2022"	"2022"	"35-39 years"	"35-39"	55532	1053182	52.73
	"Texas"	"48"	"2022"	"2022"	"40-44 years"	"40-44"	11897	1008037	11.80
	"Texas"	"48"	"2022"	"2022"	"45-49 years"	"45-49"	742	Not Available	Not Available
	"Texas"	"48"	"2022"	"2022"	"50 years and over"	"50+"	86	Not Available	Not Available
	"Utah"	"49"	"2016"	"2016"	"Under 15 years"	"15"	10	Not Available	Not Available
