"Notes"	"State of Residence"	"State of Residence Code"	"Age of Mother 10"	"Age of Mother 10 Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education ""Code"	"Births"""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	2381""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	6005""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1973""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	280""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	170""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"8th grade or ""less"	"1"	690""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	1198""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	7332""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	5075""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	2385""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	6278""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	2149""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	301""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	247""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"8th grade or ""less"	"1"	835""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	1141""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	7384""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	4840""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	2284""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	6195""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	2090""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	350""
	"Virginia"	"51"	"25-29 years"	"25-29"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	347""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"8th grade or ""less"	"1"	879""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	1136""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	4937""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	4554""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	2199""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9517""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5913""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1555""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	303""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"8th grade or ""less"	"1"	809""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	1092""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	4843""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	4232""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	2229""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9224""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5961""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1519""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	293""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"8th grade or ""less"	"1"	799""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	1032""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	5138""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	4181""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	2292""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9284""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6007""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1565""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	341""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"8th grade or ""less"	"1"	709""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	926""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	5025""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	4274""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	2322""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9116""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5937""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1479""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	425""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"8th grade or ""less"	"1"	751""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	959""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	4865""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	4136""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	2296""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9159""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5738""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1511""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	274""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"8th grade or ""less"	"1"	737""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	999""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	4735""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	4274""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	2269""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9798""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6140""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1526""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	353""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"8th grade or ""less"	"1"	822""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	971""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	4937""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	4133""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	2397""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	9526""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5780""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1424""
	"Virginia"	"51"	"30-34 years"	"30-34"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	497""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"8th grade or ""less"	"1"	586""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	555""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	2269""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	2056""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	982""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	4728""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	3500""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1254""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	186""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"8th grade or ""less"	"1"	566""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	556""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	2156""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	2073""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	1071""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	4658""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	3655""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1302""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	202""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"8th grade or ""less"	"1"	578""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	530""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	2408""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	2042""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	1155""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	4787""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	3782""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1237""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	237""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"8th grade or ""less"	"1"	520""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	496""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	2267""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	2016""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	1037""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	4830""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	3709""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1242""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	294""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"8th grade or ""less"	"1"	597""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	536""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	2194""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	1927""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	1111""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	4718""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	3786""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1212""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	193""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"8th grade or ""less"	"1"	589""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	548""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	2134""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	1924""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	1166""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	5220""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	4002""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1375""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	227""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"8th grade or ""less"	"1"	681""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	565""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	2183""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	1845""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	1136""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	5299""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	4226""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1316""
	"Virginia"	"51"	"35-39 years"	"35-39"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	424""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"8th grade or ""less"	"1"	170""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	115""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	464""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	433""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	172""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	936""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	708""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	241""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	49""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"8th grade or ""less"	"1"	163""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	117""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	477""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	418""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	192""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	912""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	663""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	266""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	54""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"8th grade or ""less"	"1"	174""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	114""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	513""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	413""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	219""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	902""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	696""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	287""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	69""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"8th grade or ""less"	"1"	173""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	109""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	454""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	385""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	216""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	911""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	739""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	287""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	97""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"8th grade or ""less"	"1"	193""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	135""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	491""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	460""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	237""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	941""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	784""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	295""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	56""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"8th grade or ""less"	"1"	190""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	135""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	449""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	409""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	234""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1032""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	879""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	313""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	72""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"8th grade or ""less"	"1"	209""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	145""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	512""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	426""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	248""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1007""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	894""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	320""
	"Virginia"	"51"	"40-44 years"	"40-44"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	118""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"8th grade or ""less"	"1"	20""
