"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Education"	"Mother's Education Code"	Deaths	Births	Death Rate
	"Vermont"	"50"	"2019"	"2019"	"High school graduate or GED completed"	"3"	Suppressed	1254	Suppressed
	"Vermont"	"50"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	Suppressed	987	Suppressed
	"Vermont"	"50"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	Suppressed	370	Suppressed
	"Vermont"	"50"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	1349	Suppressed
	"Vermont"	"50"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	797	Suppressed
	"Vermont"	"50"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	Suppressed	32	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"8th grade or less"	"1"	Suppressed	48	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	Suppressed	333	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"High school graduate or GED completed"	"3"	Suppressed	1201	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	Suppressed	914	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	1269	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	750	Suppressed
	"Vermont"	"50"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	229	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	Suppressed	311	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"High school graduate or GED completed"	"3"	Suppressed	1115	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	Suppressed	938	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	Suppressed	400	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	1497	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	840	Suppressed
	"Vermont"	"50"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	Suppressed	25	Suppressed
	"Virginia"	"51"	"2007"	"2007"	"Excluded"	"Exc"	842	108884	7.73
	"Virginia"	"51"	"2008"	"2008"	"Excluded"	"Exc"	734	106686	6.88
	"Virginia"	"51"	"2009"	"2009"	"Excluded"	"Exc"	750	105059	7.14
	"Virginia"	"51"	"2010"	"2010"	"Excluded"	"Exc"	703	103002	6.83
	"Virginia"	"51"	"2011"	"2011"	"Excluded"	"Exc"	697	102652	6.79
	"Virginia"	"51"	"2012"	"2012"	"Excluded"	"Exc"	668	103013	6.48
	"Virginia"	"51"	"2013"	"2013"	"Excluded"	"Exc"	631	102147	6.18
	"Virginia"	"51"	"2014"	"2014"	"8th grade or less"	"1"	13	2836	4.58 (Unreliable)
	"Virginia"	"51"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	41	6886	5.95
	"Virginia"	"51"	"2014"	"2014"	"High school graduate or GED completed"	"3"	204	27362	7.46
	"Virginia"	"51"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	125	18180	6.88
	"Virginia"	"51"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	26	6649	3.91
	"Virginia"	"51"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	74	23524	3.15
	"Virginia"	"51"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	46	13383	3.44
	"Virginia"	"51"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3420	Suppressed
	"Virginia"	"51"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	49	1060	46.23
	"Virginia"	"51"	"2015"	"2015"	"8th grade or less"	"1"	22	3082	7.14
	"Virginia"	"51"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	55	6792	8.10
	"Virginia"	"51"	"2015"	"2015"	"High school graduate or GED completed"	"3"	193	25593	7.54
	"Virginia"	"51"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	116	18277	6.35
	"Virginia"	"51"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	41	6810	6.02
	"Virginia"	"51"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	81	23815	3.40
	"Virginia"	"51"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	13252	3.24
	"Virginia"	"51"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13	3399	3.82 (Unreliable)
	"Virginia"	"51"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	46	2283	20.15
	"Virginia"	"51"	"2016"	"2016"	"8th grade or less"	"1"	14	3045	4.60 (Unreliable)
	"Virginia"	"51"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	64	6646	9.63
	"Virginia"	"51"	"2016"	"2016"	"High school graduate or GED completed"	"3"	192	26743	7.18
	"Virginia"	"51"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	103	18795	5.48
	"Virginia"	"51"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	41	6929	5.92
	"Virginia"	"51"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	83	23104	3.59
	"Virginia"	"51"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	12732	3.38
	"Virginia"	"51"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3488	Suppressed
	"Virginia"	"51"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	51	978	52.15
	"Virginia"	"51"	"2017"	"2017"	"8th grade or less"	"1"	14	2840	4.93 (Unreliable)
	"Virginia"	"51"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	43	6426	6.69
	"Virginia"	"51"	"2017"	"2017"	"High school graduate or GED completed"	"3"	198	26355	7.51
	"Virginia"	"51"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	129	18057	7.14
	"Virginia"	"51"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	40	7079	5.65
	"Virginia"	"51"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	74	22427	3.30
	"Virginia"	"51"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	12733	3.38
	"Virginia"	"51"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	15	3469	4.32 (Unreliable)
	"Virginia"	"51"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	35	1005	34.83
	"Virginia"	"51"	"2018"	"2018"	"8th grade or less"	"1"	17	2830	6.01 (Unreliable)
	"Virginia"	"51"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	49	5937	8.25
	"Virginia"	"51"	"2018"	"2018"	"High school graduate or GED completed"	"3"	190	26646	7.13
	"Virginia"	"51"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	103	17297	5.95
	"Virginia"	"51"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	41	7084	5.79
	"Virginia"	"51"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	72	22572	3.19
	"Virginia"	"51"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	34	12795	2.66
	"Virginia"	"51"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	14	3460	4.05 (Unreliable)
	"Virginia"	"51"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	40	1222	32.73
	"Virginia"	"51"	"2019"	"2019"	"8th grade or less"	"1"	20	2743	7.29
	"Virginia"	"51"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	40	5451	7.34
	"Virginia"	"51"	"2019"	"2019"	"High school graduate or GED completed"	"3"	194	25988	7.46
	"Virginia"	"51"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	107	16558	6.46
	"Virginia"	"51"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	44	7064	6.23
	"Virginia"	"51"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	65	22222	2.93
	"Virginia"	"51"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	38	12611	3.01
	"Virginia"	"51"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	10	3319	3.01 (Unreliable)
	"Virginia"	"51"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	47	1473	31.91
	"Virginia"	"51"	"2020"	"2020"	"8th grade or less"	"1"	14	2912	4.81 (Unreliable)
	"Virginia"	"51"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	49	5495	8.92
	"Virginia"	"51"	"2020"	"2020"	"High school graduate or GED completed"	"3"	202	25144	8.03
	"Virginia"	"51"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	105	15786	6.65
	"Virginia"	"51"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	36	6916	5.21
	"Virginia"	"51"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	79	21844	3.62
	"Virginia"	"51"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	31	12430	2.49
	"Virginia"	"51"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3344	Suppressed
	"Virginia"	"51"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	20	878	22.78
	"Virginia"	"51"	"2021"	"2021"	"8th grade or less"	"1"	20	2868	6.97
	"Virginia"	"51"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	53	5453	9.72
	"Virginia"	"51"	"2021"	"2021"	"High school graduate or GED completed"	"3"	221	24119	9.16
	"Virginia"	"51"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	85	15192	5.60
	"Virginia"	"51"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	37	6959	5.32
	"Virginia"	"51"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	79	23324	3.39
	"Virginia"	"51"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	48	13312	3.61
	"Virginia"	"51"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3563	Suppressed
	"Virginia"	"51"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	21	1035	20.29
	"Washington"	"53"	"2007"	"2007"	"8th grade or less"	"1"	22	4153	5.30
	"Washington"	"53"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	90	12400	7.26
	"Washington"	"53"	"2007"	"2007"	"High school graduate or GED completed"	"3"	102	20555	4.96
	"Washington"	"53"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	87	19061	4.56
	"Washington"	"53"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	31	7272	4.26
	"Washington"	"53"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	31	15781	1.96
	"Washington"	"53"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	6023	2.16 (Unreliable)
	"Washington"	"53"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1790	Suppressed
	"Washington"	"53"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	51	1943	26.25
	"Washington"	"53"	"2008"	"2008"	"8th grade or less"	"1"	27	4150	6.51
	"Washington"	"53"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	95	12354	7.69
	"Washington"	"53"	"2008"	"2008"	"High school graduate or GED completed"	"3"	137	21240	6.45
	"Washington"	"53"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	97	19589	4.95
	"Washington"	"53"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	29	7839	3.70
	"Washington"	"53"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	55	16149	3.41
	"Washington"	"53"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	19	6248	3.04 (Unreliable)
	"Washington"	"53"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1782	Suppressed
	"Washington"	"53"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	29	970	29.90
	"Washington"	"53"	"2009"	"2009"	"8th grade or less"	"1"	21	4070	5.16
	"Washington"	"53"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	101	11977	8.43
	"Washington"	"53"	"2009"	"2009"	"High school graduate or GED completed"	"3"	127	20855	6.09
	"Washington"	"53"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	102	19263	5.30
	"Washington"	"53"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	23	7784	2.95
	"Washington"	"53"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	41	16197	2.53
	"Washington"	"53"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	12	6580	1.82 (Unreliable)
	"Washington"	"53"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1846	Suppressed
	"Washington"	"53"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	Suppressed	741	Suppressed
	"Washington"	"53"	"2010"	"2010"	"8th grade or less"	"1"	19	3482	5.46 (Unreliable)
	"Washington"	"53"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	58	10941	5.30
	"Washington"	"53"	"2010"	"2010"	"High school graduate or GED completed"	"3"	85	19772	4.30
	"Washington"	"53"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	91	19090	4.77
	"Washington"	"53"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	33	7590	4.35
	"Washington"	"53"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	51	16448	3.10
	"Washington"	"53"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	25	6605	3.79
	"Washington"	"53"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	10	1956	5.11 (Unreliable)
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	16	655	24.43 (Unreliable)
	"Washington"	"53"	"2011"	"2011"	"8th grade or less"	"1"	14	3110	4.50 (Unreliable)
	"Washington"	"53"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	64	10229	6.26
	"Washington"	"53"	"2011"	"2011"	"High school graduate or GED completed"	"3"	97	20067	4.83
	"Washington"	"53"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	90	19400	4.64
	"Washington"	"53"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	27	7903	3.42
	"Washington"	"53"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	58	16803	3.45
	"Washington"	"53"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18	6680	2.69 (Unreliable)
	"Washington"	"53"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1960	Suppressed
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	20	824	24.27
	"Washington"	"53"	"2012"	"2012"	"8th grade or less"	"1"	21	2947	7.13
	"Washington"	"53"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	67	9419	7.11
	"Washington"	"53"	"2012"	"2012"	"High school graduate or GED completed"	"3"	114	19661	5.80
	"Washington"	"53"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	110	19757	5.57
	"Washington"	"53"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	20	8210	2.44
	"Washington"	"53"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	76	17323	4.39
	"Washington"	"53"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	22	7263	3.03
	"Washington"	"53"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2157	Suppressed
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	20	726	27.55
	"Washington"	"53"	"2013"	"2013"	"8th grade or less"	"1"	20	2729	7.33
	"Washington"	"53"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	59	8624	6.84
	"Washington"	"53"	"2013"	"2013"	"High school graduate or GED completed"	"3"	98	19649	4.99
	"Washington"	"53"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	76	19353	3.93
	"Washington"	"53"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	32	8388	3.81
	"Washington"	"53"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	60	17697	3.39
	"Washington"	"53"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24	7164	3.35
	"Washington"	"53"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2119	Suppressed
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	17	854	19.91 (Unreliable)
	"Washington"	"53"	"2014"	"2014"	"8th grade or less"	"1"	16	2651	6.04 (Unreliable)
	"Washington"	"53"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	60	8637	6.95
	"Washington"	"53"	"2014"	"2014"	"High school graduate or GED completed"	"3"	100	19856	5.04
	"Washington"	"53"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	100	20119	4.97
	"Washington"	"53"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	32	8760	3.65
	"Washington"	"53"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	56	17871	3.13
	"Washington"	"53"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	7601	1.71 (Unreliable)
	"Washington"	"53"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2332	Suppressed
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	13	758	17.15 (Unreliable)
	"Washington"	"53"	"2015"	"2015"	"8th grade or less"	"1"	18	2613	6.89 (Unreliable)
	"Washington"	"53"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	66	8234	8.02
	"Washington"	"53"	"2015"	"2015"	"High school graduate or GED completed"	"3"	121	19574	6.18
	"Washington"	"53"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	105	20145	5.21
	"Washington"	"53"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	34	8751	3.89
	"Washington"	"53"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	46	18442	2.49
	"Washington"	"53"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	19	7953	2.39 (Unreliable)
	"Washington"	"53"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2382	Suppressed
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	22	896	24.55
	"Washington"	"53"	"2016"	"2016"	"8th grade or less"	"1"	13	2369	5.49 (Unreliable)
	"Washington"	"53"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	52	8166	6.37
	"Washington"	"53"	"2016"	"2016"	"High school graduate or GED completed"	"3"	100	19303	5.18
	"Washington"	"53"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	91	20437	4.45
	"Washington"	"53"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	42	9100	4.62
	"Washington"	"53"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	51	19374	2.63
	"Washington"	"53"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	23	8204	2.80
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	18	1085	16.59 (Unreliable)
	"Washington"	"53"	"2017"	"2017"	"8th grade or less"	"1"	Suppressed	2142	Suppressed
	"Washington"	"53"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	45	7532	5.97
	"Washington"	"53"	"2017"	"2017"	"High school graduate or GED completed"	"3"	95	18739	5.07
	"Washington"	"53"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	74	19479	3.80
	"Washington"	"53"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	35	8512	4.11
	"Washington"	"53"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	42	18820	2.23
	"Washington"	"53"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18	8392	2.14 (Unreliable)
	"Washington"	"53"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2627	Suppressed
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	19	1319	14.40 (Unreliable)
	"Washington"	"53"	"2018"	"2018"	"8th grade or less"	"1"	13	2010	6.47 (Unreliable)
	"Washington"	"53"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	42	7075	5.94
	"Washington"	"53"	"2018"	"2018"	"High school graduate or GED completed"	"3"	121	18640	6.49
	"Washington"	"53"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	88	18566	4.74
	"Washington"	"53"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	21	8481	2.48
	"Washington"	"53"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	78	18824	4.14
	"Washington"	"53"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	19	8434	2.25 (Unreliable)
	"Washington"	"53"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2540	Suppressed
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	19	1515	12.54 (Unreliable)
	"Washington"	"53"	"2019"	"2019"	"8th grade or less"	"1"	Suppressed	1810	Suppressed
	"Washington"	"53"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	42	6641	6.32
	"Washington"	"53"	"2019"	"2019"	"High school graduate or GED completed"	"3"	106	18217	5.82
	"Washington"	"53"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	65	18294	3.55
	"Washington"	"53"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	42	8234	5.10
	"Washington"	"53"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	45	18544	2.43
	"Washington"	"53"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	27	8745	3.09
	"Washington"	"53"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2516	Suppressed
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	18	1894	9.50 (Unreliable)
	"Washington"	"53"	"2020"	"2020"	"8th grade or less"	"1"	16	1671	9.58 (Unreliable)
	"Washington"	"53"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	47	6308	7.45
	"Washington"	"53"	"2020"	"2020"	"High school graduate or GED completed"	"3"	86	17930	4.80
	"Washington"	"53"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	86	17369	4.95
	"Washington"	"53"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	30	7938	3.78
	"Washington"	"53"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	57	18233	3.13
	"Washington"	"53"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	20	9090	2.20
	"Washington"	"53"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	2591	4.63 (Unreliable)
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	20	1956	10.22
	"Washington"	"53"	"2021"	"2021"	"8th grade or less"	"1"	Suppressed	1588	Suppressed
	"Washington"	"53"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	39	5705	6.84
	"Washington"	"53"	"2021"	"2021"	"High school graduate or GED completed"	"3"	107	17267	6.20
	"Washington"	"53"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	73	16960	4.30
	"Washington"	"53"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	35	8012	4.37
	"Washington"	"53"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	47	19063	2.47
	"Washington"	"53"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	29	9692	2.99
	"Washington"	"53"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2721	Suppressed
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	26	2903	8.96
	"West Virginia"	"54"	"2007"	"2007"	"Excluded"	"Exc"	160	21994	7.27
	"West Virginia"	"54"	"2008"	"2008"	"Excluded"	"Exc"	167	21501	7.77
	"West Virginia"	"54"	"2009"	"2009"	"Excluded"	"Exc"	163	21268	7.66
	"West Virginia"	"54"	"2010"	"2010"	"Excluded"	"Exc"	150	20470	7.33
	"West Virginia"	"54"	"2011"	"2011"	"Excluded"	"Exc"	136	20717	6.56
	"West Virginia"	"54"	"2012"	"2012"	"Excluded"	"Exc"	149	20827	7.15
	"West Virginia"	"54"	"2013"	"2013"	"Excluded"	"Exc"	159	20825	7.64
	"West Virginia"	"54"	"2014"	"2014"	"8th grade or less"	"1"	Suppressed	286	Suppressed
	"West Virginia"	"54"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	14	2819	4.97 (Unreliable)
	"West Virginia"	"54"	"2014"	"2014"	"High school graduate or GED completed"	"3"	50	6355	7.87
	"West Virginia"	"54"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	19	4473	4.25 (Unreliable)
	"West Virginia"	"54"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	Suppressed	1785	Suppressed
	"West Virginia"	"54"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	18	2841	6.34 (Unreliable)
	"West Virginia"	"54"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	1238	Suppressed
	"West Virginia"	"54"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	392	Suppressed
	"West Virginia"	"54"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	Suppressed	111	Suppressed
	"West Virginia"	"54"	"2014"	"2014"	"Excluded"	"Exc"	22	Suppressed	Suppressed
